timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-09T02:19:31,Regression,2c974491-eeac-4371-9b0a-e8cce12ba59d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3669376000179909,5.954582893869569e-06,1.6227780673274193e-05,42.5,32.1710693868893,10.0,4.1990743749718405e-06,3.1877803280001143e-06,9.59431666706223e-07,8.346286369678179e-06,India,IND,maharashtra,,,Windows-11-10.0.26100-SP0,3.13.4,3.0.2,22,Intel(R) Core(TM) Ultra 9 185H,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,73.8502,18.5211,15.520217895507812,machine,N,1.0
2025-07-09T02:21:31,MNIST_RNN,81e4cfcb-8ecd-4d92-989e-c92a4f831bf4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,116.59215680000489,4.747994010341665e-06,4.0723099569090966e-08,42.5,8.953698225387834,10.0,0.0013759830163192117,0.0002976924603759999,0.0003236140961112041,0.0019972895728064158,Canada,CAN,quebec,,,Windows-11-10.0.26100-SP0,3.13.4,3.0.2,22,Intel(R) Core(TM) Ultra 9 185H,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,-71.2,46.8,15.520217895507812,machine,N,1.0
